str_len,pat_len,duration,ex1,-1
13,10,0.0068
13,10,0.0022
13,10,0.0023
13,10,0.0022
13,10,0.0022
101,10,0.0037
101,10,0.0026
101,10,0.0027
101,10,0.0026
101,10,0.0037
1045,10,0.0075
1045,10,0.0058
1045,10,0.0058
1045,10,0.0058
1045,10,0.0059
48733,10,0.0939
48733,10,0.0874
48733,10,0.1063
48733,10,0.128
48733,10,0.0954
10183,10,0.0278
10183,10,0.0315
10183,10,0.0316
10183,10,0.0362
10183,10,0.0435
185919,10,0.4249
185919,10,0.2999
185919,10,0.2988
185919,10,0.2998
185919,10,0.3055
559618,10,1.0325
559618,10,1.0109
559618,10,0.876
559618,10,0.8937
559618,10,0.8862
1010777,10,1.7126
1010777,10,1.7576
1010777,10,2.0091
1010777,10,1.605
1010777,10,1.801
2665788,10,4.8746
2665788,10,4.6071
2665788,10,4.7943
2665788,10,4.6856
2665788,10,4.9084
4808754,10,8.4578
4808754,10,8.3868
4808754,10,8.5487
4808754,10,8.8284
4808754,10,8.7327
24652312,10,42.0334
24652312,10,41.287
24652312,10,49.3166
24652312,10,45.0182
24652312,10,48.7103
48087540,10,88.3716
48087540,10,84.2339
48087540,10,84.9636
48087540,10,78.9618
48087540,10,88.1439
