file_name,duration,phrase2,293
11,0.001
11,0.001
11,0.001
11,0.001
11,0.001
11,0
11,0
11,0.001
11,0.001
11,0.001
101,0.002
101,0.002
101,0.001
101,0.001
101,0.002
101,0.001
101,0.002
101,0.003
101,0.001
101,0.002
1046,0.017
1046,0.014
1046,0.061
1046,0.008
1046,0.008
1068,0.008
1068,0.008
1068,0.008
1068,0.018
1068,0.019
10183,0.121
10183,0.079
10183,0.088
10183,0.173
10183,0.068
10745,0.132
10745,0.073
10745,0.378
10745,0.401
10745,0.134
48733,0.427
48733,0.424
48733,0.393
48733,0.364
48733,0.351
187153,2.292
187153,2.57
187153,1.516
187153,1.495
187153,1.503
559618,4.588
559618,4.081
559618,4.106
559618,3.993
559618,4.066
1010777,7.713
1010777,9.303
1010777,7.228
1010777,7.33
1010777,7.064
395529,2.825
395529,2.797
395529,2.792
395529,2.706
395529,2.882
2665788,18.168
2665788,18.971
2665788,20.217
2665788,18.775
2665788,19.262
4808754,32.541
4808754,32.792
4808754,32.728
4808754,32.708
4808754,47.9
24652312,166.034
24652312,167.879
24652312,167.243
24652312,166.214
24652312,174.945
48087540,327.209
48087540,326.164
48087540,324.086
48087540,327.536
48087540,324.29
