file_name,duration,word3,-1
11,0.001
11,0.001
11,0.001
11,0.001
11,0
11,0.001
11,0.001
11,0.001
11,0.011
11,0
101,0.001
101,0.012
101,0.001
101,0.001
101,0.001
101,0.006
101,0.003
101,0.012
101,0.001
101,0.001
1046,0.007
1046,0.006
1046,0.01
1046,0.007
1046,0.007
1068,0.021
1068,0.013
1068,0.013
1068,0.007
1068,0.007
10183,0.06
10183,0.072
10183,0.06
10183,0.06
10183,0.06
10745,0.063
10745,0.063
10745,0.095
10745,0.106
10745,0.114
48733,0.281
48733,0.281
48733,0.313
48733,0.281
48733,0.377
187153,1.165
187153,1.262
187153,1.257
187153,1.135
187153,1.168
559618,3.594
559618,4.17
559618,3.627
559618,3.56
559618,3.711
1010777,6.813
1010777,6.514
1010777,6.309
1010777,6.105
1010777,6.644
395529,2.346
395529,2.411
395529,2.601
395529,2.446
395529,2.764
2665788,16.056
2665788,16.732
2665788,16.982
2665788,16.881
2665788,17.058
4808754,29.096
4808754,31.405
4808754,29.887
4808754,29.448
4808754,29.18
24652312,146.291
24652312,146.37
24652312,162.494
24652312,147.329
24652312,147.249
48087540,300.174
48087540,291.471
48087540,296.037
48087540,292.801
48087540,291.203
