file_name,duration,phrase2,-1
../../books/10LinesFirst.txt,0.058
../../books/10LinesFirst.txt,0.035
../../books/10LinesFirst.txt,0.036
../../books/10LinesFirst.txt,0.029
../../books/10LinesFirst.txt,0.141
../../books/10LinesSecond.txt,0.084
../../books/10LinesSecond.txt,0.047
../../books/10LinesSecond.txt,0.032
../../books/10LinesSecond.txt,0.029
../../books/10LinesSecond.txt,0.029
../../books/100LinesFirst.txt,0.081
../../books/100LinesFirst.txt,0.054
../../books/100LinesFirst.txt,0.034
../../books/100LinesFirst.txt,0.049
../../books/100LinesFirst.txt,0.073
../../books/100LinesSecond.txt,0.072
../../books/100LinesSecond.txt,0.055
../../books/100LinesSecond.txt,0.064
../../books/100LinesSecond.txt,0.071
../../books/100LinesSecond.txt,0.064
../../books/1000LinesFirst.txt,0.27
../../books/1000LinesFirst.txt,0.282
../../books/1000LinesFirst.txt,0.281
../../books/1000LinesFirst.txt,0.23
../../books/1000LinesFirst.txt,0.286
../../books/1000LinesSecond.txt,0.285
../../books/1000LinesSecond.txt,0.205
../../books/1000LinesSecond.txt,0.299
../../books/1000LinesSecond.txt,0.267
../../books/1000LinesSecond.txt,0.216
../../books/10000LinesFirst.txt,2.13
../../books/10000LinesFirst.txt,2.968
../../books/10000LinesFirst.txt,2.014
../../books/10000LinesFirst.txt,3.035
../../books/10000LinesFirst.txt,1.978
../../books/10000LinesSecond.txt,1.771
../../books/10000LinesSecond.txt,1.418
../../books/10000LinesSecond.txt,1.447
../../books/10000LinesSecond.txt,1.594
../../books/10000LinesSecond.txt,1.469
../../books/50000Lines.txt,10.866
../../books/50000Lines.txt,10.311
../../books/50000Lines.txt,10.664
../../books/50000Lines.txt,11.009
../../books/50000Lines.txt,10.254
../../books/100000Lines.txt,18.148
../../books/100000Lines.txt,18.197
../../books/100000Lines.txt,18.151
../../books/100000Lines.txt,18.309
../../books/100000Lines.txt,20.053
../../books/500000Lines.txt,93.317
../../books/500000Lines.txt,100.908
../../books/500000Lines.txt,91.687
../../books/500000Lines.txt,93.686
../../books/500000Lines.txt,97.697
../../books/1000000Lines.txt,188.968
../../books/1000000Lines.txt,192.25
../../books/1000000Lines.txt,205.242
../../books/1000000Lines.txt,197.253
../../books/1000000Lines.txt,197.653
